date, pm25, pm10, o3, no2, so2, co
2025/2/18, 73, 29, 24, 16, , 
2025/2/19, 75, 24, 25, 15, , 
2025/2/20, 58, 25, 22, 19, , 
2025/2/21, 60, 24, 25, 14, , 
2025/2/22, 57, 17, 17, 15, , 
2025/2/23, 46, 21, 18, 21, 1, 
2025/2/24, 51, 22, 16, 19, 1, 
2025/2/25, 52, 18, 23, 14, , 
2025/2/26, 39, 19, 21, 19, , 
2025/2/27, 40, 21, 22, 17, , 
2025/2/28, 55, 16, 26, 9, , 
2025/3/1, 35, 13, 31, 5, , 
2025/3/2, 28, 17, 32, 10, , 
2025/3/3, 37, 20, 30, 11, , 
2025/3/4, 45, 20, 30, 12, 1, 
2025/3/5, 45, 19, 32, 7, 1, 
2025/3/6, 47, 19, 30, 12, 1, 
2025/3/7, 53, 23, 29, 6, 1, 
2025/3/8, 54, 25, 30, 8, 1, 
2025/3/9, 58, 17, 23, 18, 1, 
2025/3/10, 31, 18, 22, 19, 1, 
2025/3/11, 38, 16, 21, 16, 1, 
2025/3/12, 34, 15, 27, 15, 1, 
2025/3/13, 39, 11, 27, 15, , 
2025/3/14, 24, 14, 25, 8, , 
2025/3/15, 38, 14, 25, 10, , 
2025/3/16, 41, 15, 23, 12, , 
2025/3/17, 39, 19, 30, 13, , 
2025/3/18, 53, 26, 31, 12, , 
2025/3/19, 53, 31, 31, 10, , 
2025/3/20, 62, 41, 33, 16, , 
2025/3/21, 76, 31, 24, 18, , 
2025/3/22, 68, 18, 25, 12, , 
2025/3/23, 42, 10, 21, 14, , 
2025/3/24, 21, 17, 16, 17, 1, 
2025/3/25, 42, 21, 22, 15, 1, 
2025/3/26, 47, 21, 26, 13, 1, 
2025/3/27, 54, 21, 23, 14, 1, 
2025/3/28, 57, 19, 33, 9, 1, 
2025/3/29, 44, 15, 28, 9, , 
2025/3/30, 27, 20, 22, 19, 1, 
2025/3/31, 35, 23, 31, 22, 1, 
2024/10/1, 30, 20, 24, 14, , 
2024/10/2, 39, 13, 25, 9, , 
2024/10/3, 26, 12, 29, 9, , 
2024/10/4, 28, 15, 32, 12, , 
2024/10/5, 32, 13, 27, 13, , 
2024/10/6, 32, 24, 22, 15, , 
2024/10/7, 54, 22, 24, 6, , 
2024/10/8, 43, 20, 29, 10, , 
2024/10/9, 34, 16, 27, 9, 1, 
2024/10/10, 29, 13, 20, 15, 1, 
2024/10/11, 27, 18, 26, 10, 1, 
2024/10/12, 42, 16, 26, 8, 1, 
2024/10/13, 44, 22, 20, 13, 1, 
2024/10/14, 53, 21, 21, 9, , 
2024/10/15, 44, 43, 27, 12, 1, 
2024/10/16, 62, 28, 25, 10, , 
2024/10/17, 49, 14, 22, 6, 1, 
2024/10/18, 23, 15, 21, 11, 1, 
2024/10/19, 26, 16, 21, 13, 1, 
2024/10/20, 35, 17, 21, 13, 1, 
2024/10/21, 35, 18, 21, 11, 1, 
2024/10/22, 38, 20, 16, 17, 1, 
2024/10/23, 43, 26, 25, 20, , 
2024/10/24, 58, 27, 22, 14, , 
2024/10/25, 55, 16, 23, 10, 1, 
2024/10/26, 36, 10, 28, 6, 1, 
2024/10/27, 25, 16, 27, 7, 1, 
2024/10/28, 40, 20, 22, 9, 1, 
2024/10/29, 42, 24, 28, 8, 1, 
2024/10/30, 46, 24, 19, 11, 1, 
2024/10/31, 52, 26, 22, 7, 1, 
2024/11/1, 57, 25, 25, 6, 1, 
2024/11/2, 55, 27, 22, 5, , 
2024/11/3, 58, 28, 23, 10, 1, 
2024/11/4, 57, 30, 16, 13, 1, 
2024/11/5, 61, 27, 21, 12, 1, 
2024/11/6, 54, 22, 20, 12, 1, 
2024/11/7, 48, 22, 19, 12, 1, 
2024/11/8, 48, 22, 16, 13, 1, 
2024/11/9, 56, 19, 17, 7, 1, 
2024/11/10, 52, 21, 11, 17, 1, 
2024/11/11, 42, 21, 13, 12, 1, 
2024/11/12, 44, 16, 20, 8, 1, 
2024/11/13, 39, 22, 17, 16, 1, 
2024/11/14, 52, 23, 15, 17, 1, 
2024/11/15, 49, 23, 25, 16, 2, 
2024/11/16, 57, 28, 13, 15, 2, 
2024/11/17, 53, 33, 8, 14, 1, 
2024/11/18, 57, 37, 10, 15, , 
2024/11/19, 63, 34, 19, 8, , 
2024/11/20, 57, 20, 21, 9, , 
2024/11/21, 29, 19, 25, 9, , 
2024/11/22, 25, 31, 22, 11, , 
2024/11/23, 40, 25, 22, 9, , 
2024/11/24, 45, 58, 12, 21, , 
2024/11/25, 78, 51, 12, 17, , 
2024/11/26, 67, 22, 18, 18, , 
2024/11/27, 42, 32, 6, 26, , 
2024/11/28, 55, 26, 12, 13, , 
2024/11/29, 56, 24, 11, 17, , 
2024/11/30, 60, 34, 14, 12, , 
2024/12/1, 75, 36, 11, 14, , 
2024/12/2, 68, 27, 7, 14, 1, 
2024/12/3, 53, 20, 12, 11, , 
2024/12/4, 47, 22, 15, 17, , 
2024/12/5, 43, 25, 14, 11, , 
2024/12/6, 51, 25, 29, 8, , 
2024/12/7, 51, 13, 28, 2, , 
2024/12/8, 17, 10, 20, 9, , 
2024/12/9, 16, 16, 11, 13, , 
2024/12/10, 29, 14, 11, 12, , 
2024/12/11, 37, 12, 15, 13, , 
2024/12/12, 33, 14, 19, 15, , 
2024/12/13, 33, 21, 15, 9, , 
2024/12/14, 63, 18, 14, 11, , 
2024/12/15, 55, 20, 12, 21, , 
2024/12/16, 46, 20, 20, 14, , 
2024/12/17, 39, 31, 18, 21, , 
2024/12/18, 55, 66, 17, 12, , 
2024/12/19, 86, 33, 23, 15, , 
2024/12/20, 47, 13, 17, 12, , 
2024/12/21, 32, 13, 25, 4, , 
2024/12/22, 23, 28, 27, 19, , 
2024/12/23, 41, 26, 19, 17, , 
2024/12/24, 48, 23, 13, 18, , 
2024/12/25, 59, 19, 13, 15, , 
2024/12/26, 56, 29, 11, 24, , 
2024/12/27, 63, 30, 9, 26, , 
2024/12/28, 63, 29, 7, 28, , 
2024/12/29, 72, , , , , 
2024/7/1, 36, 19, 24, 11, , 
2024/7/2, 38, 18, 28, 10, , 
2024/7/3, 39, 18, 30, 12, , 
2024/7/4, 41, 18, 26, 7, , 
2024/7/5, 38, 15, 30, 8, , 
2024/7/6, 34, 13, 30, 3, , 
2024/7/7, 30, 20, 26, 7, , 
2024/7/8, 35, 22, 29, 9, , 
2024/7/9, 38, 29, 29, 14, , 
2024/7/10, 45, 34, 26, 15, , 
2024/7/11, 59, 32, 23, 11, , 
2024/7/12, 55, 20, 26, 8, 1, 
2024/7/13, 38, 17, 30, 5, 1, 
2024/7/14, 33, 26, 24, 7, 1, 
2024/7/15, 52, 24, 23, 11, 1, 
2024/7/16, 53, 19, 32, 13, 1, 
2024/7/17, 38, 25, 27, 12, 1, 
2024/7/18, 41, 23, 31, 10, 1, 
2024/7/19, 40, 20, 38, 6, 1, 
2024/7/20, 35, 29, 35, 7, 1, 
2024/7/21, 49, 24, 31, 8, 1, 
2024/7/22, 36, 21, 31, 13, 1, 
2024/7/23, 36, 25, 32, 15, 1, 
2024/7/24, 44, 20, 31, 9, , 
2024/7/25, 31, 23, 30, 11, , 
2024/7/26, 38, 18, 27, 14, , 
2024/7/27, 31, 17, 29, 7, , 
2024/7/28, 39, 25, 30, 21, , 
2024/7/29, 49, 36, 30, 20, , 
2024/7/30, 54, 42, 34, 22, , 
2024/7/31, 57, 36, 32, 16, , 
2024/8/1, 60, 39, 41, 12, , 
2024/8/2, 67, 28, 39, 6, , 
2024/8/3, 48, 22, 38, 6, , 
2024/8/4, 45, 23, 33, 6, , 
2024/8/5, 47, 22, 31, 10, , 
2024/8/7, 43, 22, 27, 13, , 
2024/8/8, 46, 23, 34, 13, , 
2024/8/9, 45, 21, 37, 8, , 
2024/8/10, 39, 19, 34, 3, , 
2024/8/11, 40, 17, 29, 9, , 
2024/8/12, 41, 21, 33, 8, , 
2024/8/13, 51, 22, 36, 7, , 
2024/8/14, 43, 14, 35, 3, , 
2024/8/15, 29, 13, 34, 9, , 
2024/8/16, 29, 17, 38, 7, , 
2024/8/17, 38, 15, 35, 6, 1, 
2024/8/18, 34, 15, 32, 8, , 
2024/8/19, 35, 23, 40, 9, 1, 
2024/8/20, 59, 34, 33, 11, 1, 
2024/8/21, 81, 33, 39, 7, 1, 
2024/8/22, 79, 36, 39, 8, , 
2024/8/23, 83, 30, 38, 7, , 
2024/8/24, 76, 21, 31, 5, , 
2024/8/25, 58, 16, 32, 9, , 
2024/8/26, 34, 19, 31, 6, , 
2024/8/27, 36, 21, 33, 11, , 
2024/8/28, 40, 19, 31, 10, , 
2024/8/29, 42, 20, 26, 12, 1, 
2024/8/30, 49, 19, 35, 7, , 
2024/8/31, 43, 20, 36, 4, 1, 
2024/9/1, 48, 19, 30, 13, 1, 
2024/9/2, 45, 23, 25, 13, 1, 
2024/9/3, 48, 21, 26, 13, 1, 
2024/9/4, 49, 13, 24, 9, 1, 
2024/9/5, 29, 13, 26, 10, 1, 
2024/9/6, 27, 21, 33, 7, 1, 
2024/9/7, 39, 17, 30, 8, 1, 
2024/9/8, 38, 11, 30, 13, 1, 
2024/9/9, 25, 17, 30, 9, 1, 
2024/9/10, 33, 20, 28, 6, 1, 
2024/9/11, 40, 20, 22, 12, 1, 
2024/9/12, 42, 17, 29, 15, 1, 
2024/9/13, 35, 14, 32, 10, 1, 
2024/9/14, 26, 15, 35, 9, 1, 
2024/9/15, 23, 21, 25, 21, 2, 
2024/9/16, 28, 26, 26, 18, 1, 
2024/9/17, 38, 16, 26, 14, 1, 
2024/9/18, 31, 14, 29, 16, 1, 
2024/9/19, 29, 12, 28, 14, , 
2024/9/20, 31, 12, 30, 7, , 
2024/9/21, 34, 11, 26, 9, , 
2024/9/22, 37, 15, 30, 12, , 
2024/9/23, 38, 17, 38, 6, , 
2024/9/24, 46, 19, 36, 14, , 
2024/9/25, 51, 25, 31, 13, , 
2024/9/26, 50, 21, 30, 8, , 
2024/9/27, 35, 13, 29, 6, , 
2024/9/28, 21, 10, 31, 6, , 
2024/9/29, 19, 14, 29, 9, , 
2024/9/30, 27, 19, 27, 9, , 
2024/4/1, 16, 10, 31, 10, , 
2024/4/2, 15, 17, 30, 18, 1, 
2024/4/3, 30, 25, 31, 23, 1, 
2024/4/4, 53, 23, 29, 20, 1, 
2024/4/5, 53, 20, 35, 10, 1, 
2024/4/6, 42, 24, 35, 8, 1, 
2024/4/7, 51, 34, 27, 19, 1, 
2024/4/8, 59, 30, 32, 9, 1, 
2024/4/9, 44, 17, 28, 13, 1, 
2024/4/10, 27, 22, 32, 16, 1, 
2024/4/11, 34, 36, 33, 32, 2, 
2024/4/12, 57, 38, 39, 26, 1, 
2024/4/13, 64, 38, 42, 19, 2, 
2024/4/14, 72, 43, 33, 25, 1, 
2024/4/15, 71, 31, 34, 11, , 
2024/4/16, 47, 23, 33, 9, , 
2024/4/17, 36, 19, 33, 16, , 
2024/4/18, 30, 31, 35, 14, , 
2024/4/19, 36, 24, 36, 11, , 
2024/4/20, 38, 21, 36, 6, , 
2024/4/21, 36, 17, 32, 12, , 
2024/4/22, 32, 14, 28, 5, 1, 
2024/4/23, 30, 17, 38, 13, 1, 
2024/4/24, 32, 18, 30, 15, , 
2024/4/25, 35, 15, 34, 18, 1, 
2024/4/26, 35, 20, 38, 10, , 
2024/4/27, 50, 21, 36, 8, , 
2024/4/28, 51, 17, 33, 13, , 
2024/4/29, 44, 16, 33, 14, , 
2024/4/30, 41, 18, 36, 9, , 
2024/5/1, 53, 15, 34, 6, , 
2024/5/2, 25, 17, 37, 13, , 
2024/5/3, 24, 17, 40, 13, , 
2024/5/4, 32, 18, 32, 19, , 
2024/5/5, 46, 19, 30, 14, , 
2024/5/6, 49, 14, 33, 12, , 
2024/5/7, 28, 19, 34, 14, , 
2024/5/8, 25, 17, 38, 18, 1, 
2024/5/9, 24, 23, 37, 17, , 
2024/5/10, 43, 21, 41, 12, , 
2024/5/11, 42, 21, 34, 16, , 
2024/5/12, 56, 17, 36, 17, , 
2024/5/13, 41, 16, 37, 13, , 
2024/5/14, 42, 12, 24, 14, 1, 
2024/5/15, 24, 12, 21, 13, , 
2024/5/16, 25, 17, 28, 18, , 
2024/5/17, 42, 22, 30, 11, , 
2024/5/18, 57, 14, 28, 6, , 
2024/5/19, 39, 13, 37, 5, , 
2024/5/20, 35, 15, 32, 11, , 
2024/5/21, 32, 15, 32, 13, , 
2024/5/22, 31, 12, 30, 13, , 
2024/5/23, 29, 11, 29, 11, , 
2024/5/24, 23, 13, 37, 10, , 
2024/5/25, 28, 15, 29, 13, , 
2024/5/26, 38, 17, 28, 9, , 
2024/5/27, 37, 25, 28, 10, , 
2024/5/28, 41, 26, 31, 10, , 
2024/5/29, 46, 23, 31, 10, , 
2024/5/30, 43, 20, 32, 7, , 
2024/5/31, 31, , 32, 7, , 
2024/6/3, 29, 13, 34, 6, , 
2024/6/4, 23, 18, 33, 7, , 
2024/6/5, 28, 22, 35, 11, 1, 
2024/6/6, 35, 23, 28, 27, 1, 
2024/6/7, 40, 28, 35, 9, 1, 
2024/6/8, 45, 28, 34, 11, 1, 
2024/6/9, 49, 22, 26, 12, , 
2024/6/10, 46, 18, 26, 12, 1, 
2024/6/11, 41, 13, 27, 9, , 
2024/6/12, 30, 12, 32, 7, 1, 
2024/6/13, 21, 18, 35, 8, 1, 
2024/6/14, 40, 18, 26, 9, , 
2024/6/15, 45, 13, 25, 9, , 
2024/6/16, 29, 20, 29, 9, 1, 
2024/6/17, 47, 32, 29, 11, , 
2024/6/18, 57, 34, 28, 11, , 
2024/6/19, 62, 43, 29, 11, , 
2024/6/20, 66, 35, 38, 8, , 
2024/6/21, 57, 14, 37, 7, , 
2024/6/22, 29, 18, 29, 7, 1, 
2024/6/23, 43, 25, 29, 4, 1, 
2024/6/24, 68, 20, 30, 8, , 
2024/6/25, 34, 17, 31, 9, , 
2024/6/26, 28, 18, 29, 19, , 
2024/6/27, 30, 21, 33, 17, , 
2024/6/28, 41, 18, 40, 6, , 
2024/6/29, 31, 16, 34, 4, , 
2024/6/30, 32, 19, 27, 11, , 
2024/1/1, 72, 30, 15, 15, , 
2024/1/2, 55, 27, 20, 15, , 
2024/1/3, 50, 30, 13, 20, , 
2024/1/4, 58, 26, 11, 17, , 
2024/1/5, 58, 12, 22, 5, , 
2024/1/6, 28, 7, 28, 3, , 
2024/1/7, 12, 16, 26, 17, , 
2024/1/8, 15, 22, 13, 18, , 
2024/1/9, 41, 26, 10, 20, , 
2024/1/10, 53, 18, 9, 13, , 
2024/1/11, 52, 16, 12, 12, , 
2024/1/12, 48, 17, 12, 16, , 
2024/1/13, 56, 15, 19, 7, , 
2024/1/14, 51, 16, 17, 13, 1, 
2024/1/15, 47, 33, 6, 22, 1, 
2024/1/16, 67, 33, 23, 16, 1, 
2024/1/17, 61, 24, 25, 12, , 
2024/1/18, 38, 18, 21, 12, , 
2024/1/19, 35, 24, 25, 12, , 
2024/1/20, 43, 27, 21, 13, , 
2024/1/21, 52, 21, 17, 14, , 
2024/1/22, 50, 26, 14, 21, , 
2024/1/23, 62, 36, 7, 27, 1, 
2024/1/24, 83, 44, 4, 30, 1, 
2024/1/25, 98, 50, 5, 34, 1, 
2024/1/26, 106, 43, 11, 28, 1, 
2024/1/27, 108, 28, 25, 12, , 
2024/1/28, 107, 21, 24, 14, , 
2024/1/29, 54, 25, 25, 15, , 
2024/1/30, 52, 29, 21, 18, , 
